Unnamed: 0,review_id,user_id,time,rating,text,pics_collapsed,resp_collapsed,name,description,category,url,image,is_image_ad,is_image_irrelevant,is_text_ad,is_text_irrelevant,is_text_rant,is_review_ad,is_review_irrelevant,helpfulness,sensibility
188701,188701,118268781911760636734,1515610000000.0,5,Awesome morning on the slopes with weather and snow conditions just outstanding!,[],,Mount Mansfield State Forest,"Sprawling state park featuring an extensive trail network, reservoir & the highest peak in Vermont.",[],https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb591cfffffead3:0x7f7939ad965e8cf0?authuser=-1&hl=en&gl=us,,False,False,False,True,False,False,False,not_helpful,True
206144,206144,104950326366364315008,1516970000000.0,5,Great prices! Up to date movies! Small! Just a great little theater!,[],,Welden Theatre,,['Movie theater'],https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca1ac222171815:0x46200c7450271f78?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrqHbpj6rRsNS5QKfw3vkyQ_bkxvCU-Qtqnc8Bsnh0MAOjV7G7igtKZzkIvvzquahHW1QmKuOawMSlDy3-KhZCeLTX1mfLd1MmoO7rL9Y6W29bmpS-JH84OFd-GlxteHITHsuA=w408-h306-k-no,False,False,False,False,False,False,False,helpful,True
47760,47760,102046014951416805715,1576470000000.0,5,"Smaller than most Hannafords, but hits the highlights. Clean, reasonable pricing and friendly staff.","['https://lh5.googleusercontent.com/p/AF1QipPXbbyL3DxdCWwCVhqkp-mTE4bnYOcIiseDwKmN=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOQoXPLno3rkFE8X_mHu_fa20HcxBBRCoVAfdjY=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipNQSzTOcFuCLAEQH_S4zHwHYFjWw82rdo8Hbokr=w150-h150-k-no-p']",,Hannaford Supermarket,,"['Grocery store', 'Supermarket']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca1b102e866e51:0xbd4679864fb22558?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npaBoDCGoGmo9YB-jZmDaBKA1vPGLAtAJmoOuwQAQaxfLICNEfXwx3m-181rqqfANG0S6LQJmsg7jjg-at6gT5lVh5QRsswVZxeakhS_iQ7hubDf9w7jTuRyTl0vnIq52EkWlk=w408-h306-k-no,False,False,False,False,False,False,False,helpful,True
171679,171679,111632181645706535411,1608830000000.0,5,More lanes open to get thru the busy Christmas rush,[],,Walmart,,"['Department store', 'Clothing store', 'Craft store', 'Electronics store', 'Furniture store', 'Grocery store', 'Hardware store', 'Home goods store', 'Sporting goods store', 'Toy store']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca78e3051ecd03:0xa44274356a80da1a?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipO75f5mCwlZVha-4uMKsnNhEBHmTEIX8jmUV1Ma=w426-h240-k-no,False,False,False,False,False,False,False,not_helpful,True
203732,203732,100601824398310089095,1581280000000.0,4,"Nice bathroom, short wait to use, didn't notice much else in store 💁",[],,Shaw's,"Supermarket chain offering meat, produce, staples, deli & bakery items (some with pharmacies).","['Grocery store', 'Bakery', 'Butcher shop', 'Deli', 'E-commerce service', 'Florist', 'Grocery delivery service', 'Organic food store', 'Produce market', 'Supermarket']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb55d0517c23195:0x85a643e597d14ee6?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipMQ0Q86bc9KWjQvkRUum5Y4LtQ-DAcV1BakPSa0=w408-h389-k-no,False,False,False,True,True,False,False,not_helpful,True
268597,268597,103354196974329234688,1579040000000.0,5,Great place!,[],,"ECHO, Leahy Center for Lake Champlain","Kid-focused museum with 70+ species of animals, interactive exhibits about lake ecology & a cafe.","['Science museum', 'Exhibit', 'Gift shop', 'Tourist attraction', 'Toy store', 'Wedding venue']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca7afa9720cbf9:0x8eddf37adf6cb85?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqTWfyoChG9CdK_mkwd_EsgaLrEROcxU6Pe5KIr7QmwJomuFO512qhhU9UDoM_u-R11I2aGKKU1HxUPp9wTsh1LIZYq-tywF4HbvOnSMyyH9Ma9aMlV4DJ2qD-UkulNiK-_7_4N=w408-h306-k-no,False,False,False,False,False,False,False,not_helpful,True
37627,37627,105330043275899369110,1517090000000.0,5,Friendly and honest staff. Comparable rates.,[],,Maurice's Service Center,,"['Auto repair shop', 'Gas station']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca1ae0ea93c5d7:0x1895c9df16e5980b?authuser=-1&hl=en&gl=us,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Yvg62i3LXPdyo2D1L3lCvg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=89.07873&pitch=0&thumbfov=100,False,False,False,False,False,False,False,helpful,True
104711,104711,109595025727323393628,1515610000000.0,4,BK is good quick places to get your burger & fry fix!! Most of the employees are very friendly & helpful & it has a good atmosphere there!! They will make special orders off fryers & broiler!!,[],,Burger King,"Well-known fast-food chain serving grilled burgers, fries & shakes, plus breakfast.","['Fast food restaurant', 'Breakfast restaurant', 'Delivery service', 'Family restaurant']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e02410d0a76bb7:0x938d926bcc47c493?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no_FxyH7bcn3KMpwEUdfWV4Rsgb4b-ZkIeIWG848UkOcraNY39UYWfM6n31cRqc1W-QIq78hxI0grWuWesCk_686hABSR6RR8X0cCmdKXldb-jDaGA1CTz2K98xaXDVpDlmPbRXdg=w426-h240-k-no,False,False,False,False,False,False,False,helpful,True
231362,231362,117396633602807233962,1503630000000.0,5,Amazing food and service,[],,Hen of the Wood - Burlington,"Intimate eatery featuring daily menus of local, seasonal fare, craft cocktails & understated decor.","['American restaurant', 'Cocktail bar', 'Fine dining restaurant', 'Restaurant']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca7af126dc148b:0xd23fcf2f22fc9f17?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipM_V-BvhHce59wi6CyaFzKYQizSIocCq6E3Ebjr=w408-h272-k-no,False,False,False,False,False,False,False,not_helpful,True
7531,7531,113282263872712652780,1608580000000.0,4,Great little park with an nice stuff l disc golf course,[],,Pearl Street Park,,['Park'],https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca77500cdf4e19:0x83f8681c9b7c348f?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no8e3_oDKMU2TWua09FSm-xFcdbmqsnwGwLuZDY6X_IJ610fX8Q4Az9ic-4D43ema6NYMY7I6VLCeM-JdtU-wtis7g1i6nCbCrAy4mDfORx57J57t0orAzdznEyeSfzduNozCvh=w408-h306-k-no,False,False,False,False,True,False,False,helpful,True
251354,251354,105101114359990205997,1545100000000.0,5,Always love Archie's. Amazing burgers. Fantastic attention to quality.,[],,Archie's Grill,"Lively counter-serve choice grilling burgers & other fast food with fresh, locally sourced spin.","['Hamburger restaurant', 'American restaurant']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca7c3206c35973:0xb5271a421d0aaef?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr1vpbqJVO5HtaCz6MZVielGTsxD-Dp_T4DLW_vRZZCDqx2Ca_WFT-_HxEAYrWBsp0bE3N5mcOr0PMG6NW-5jiWglb0YeYLia6spUzIl-simFyjxqNbfOodqq_soyK7msHlxKoDEw=w408-h306-k-no,False,False,False,False,False,False,False,helpful,True
304802,304802,114655059278404775721,1563410000000.0,5,Great food and even better prices! Very friendly staff.,[],,Brown Cow Restaurant,,['Breakfast restaurant'],https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb671c22c75d35f:0x567c0f8fae9c0094?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqPLw_WJN746ba6WIjvzS6v-X9zlCvQdjCGOoPtYz99HPdvqvTWbIt73TsDX0b335abYNFKJ9ck-Wq3mkcvDLkZK8aAkBeuDw3bdAxE4Ufs-U3nDwQENuR7H0rieEwF2ZRDajeP0Q=w408-h408-k-no,False,False,False,False,False,False,False,helpful,True
135893,135893,115370529876887216448,1530410000000.0,5,"Great place to eat, prices were good and service was great!",[],,Rozzi's Lakeshore Tavern,"Neighborhood hangout with unique burgers & microbrews, plus bar games, a patio & TVs showing sports.","['Restaurant', 'Bar', 'Breakfast restaurant', 'Cocktail bar', 'Seafood restaurant', 'Sports bar', 'Steak house', 'Wine bar']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca6e3115068623:0xda686409879fae24?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noC5EePsPOr1xmhBKxKqRWg35Bb_buPfNKOVAjhe4xSZHwjpD1MykYB5ljWTnD2ZbpHuT7lQZxsoYEcrbK7Ny8LtSWSkrsvum9keuAvurBr2i9fs8LJiKEVIBd-DxJOfZj_x5L_=w426-h240-k-no,False,False,False,False,False,False,False,helpful,True
283151,283151,105499084003758133300,1550610000000.0,5,"Up For Breakfast is great little breakfast joint. It's small, so get there early. It seems like the same staff every time we go there. And that's been a while now. They have speciality wild game sausages. The pancakes are great. I like their juevos rancheros a lot.",[],,Up For Breakfast,"Quaint, country-style mainstay with counter seats for pancakes, egg dishes & other breakfast plates.","['Breakfast restaurant', 'Restaurant']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e05e4599be9e29:0xa6b2b153d57c267?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqDJG1VimyJl5l289P_5uNCR76pFbn_97vO9JJsyIv4Tu46WQHwVFLmrcw-ZEeKxcr__MBDexMkrrzX9URQHaptis1OR3b_9F3hvbzlQwnxUbF7gLGFLJrPm5mp40GbF9stmC-M=w408-h306-k-no,False,False,False,False,False,False,False,very_helpful,True
303816,303816,108788274524006070602,1544050000000.0,4,,"['https://lh5.googleusercontent.com/p/AF1QipNigBI74hW2TqOYwdL2h15DljSrX0ytnN3YT4Gq=w150-h150-k-no-p', 'https://lh5.googleusercontent.com/p/AF1QipOxUkmh2I578REyu8tyoPXfOUqDT2WnkyNcCAg_=w150-h150-k-no-p']",,Green Mountain National Forest,"Backcountry area with waterfalls, cliffs, ponds & trails for hiking, camping & outdoor recreation.","['National forest', 'Tourist attraction']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e03f233080ae9d:0xd7d7af3973f1357f?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipPDY51--KAQB24X-FSwkYk0aQUeuQKtCPKBif3O=w408-h306-k-no,False,False,False,True,True,False,False,not_helpful,True
192048,192048,102574704924085564331,1613430000000.0,5,I like the variety of different burritos you can order such as tikka masala and cajun. You get a lot for your dollar.,[],,Two Loco Guys,Mexican counter serve offering build-your-own burritos & craft beers in a functional space.,"['Mexican restaurant', 'Fast food restaurant']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb506dae4820f87:0x238600e929d0a0a5?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipM_287Al80Ts6uFmRBD03p_GpmPG9Kb3HUGVKeF=w408-h883-k-no,False,False,False,False,False,False,False,helpful,True
98545,98545,101179361602903912047,1591130000000.0,5,Very good,[],,Watroba's General Store,,['Variety store'],https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e1cf716e0c70a1:0x2ce0c8dc139c1cf9?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noo1igUinZqgaayZZGlrwFUdAtvq3aF9R9wGKTALwTRShoGC-F9JNuhbku-WJHIv8V5_x8bDlCm1KSqavU0FybrmeBHWNSHhnivtw0IlmhrmpmwfmsyJ5fxzmBtuPefa5UTRgN6OA=w408-h306-k-no,False,False,False,False,False,False,False,not_helpful,True
76520,76520,112515499905141808042,1488860000000.0,5,Recommend the orange chicken!,[],,Joyce's Noodle House,Eclectic Chinese cuisine plus dim sum snacks & bubble tea served in a cottage-style sit-down eatery.,"['Noodle shop', 'Restaurant']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca77a0b9a0a7e1:0xcf43c92a5eb109c5?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqgwRBnyfKkHdzry_wgCWnc6Dv7W0hJ0_f1zXknONd1wnij_5gqEwFtN4g__Ddgb8dxaNROFA5UJFGM7i6avCaGujATNiZaJfbFUg_FuRVCUAp0dyKq58w_1UiSHpJFv3SLc4oU=w408-h306-k-no,False,False,False,False,False,False,False,not_helpful,True
113829,113829,108397052018755018303,1528920000000.0,5,"Great place, great food",[],,Everybuddy's Casual Dining,,"['Family restaurant', 'Restaurant']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb4312a97505e4f:0x4a902c64db965123?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npzP7bTTeGXrOJRUIYpwT1Y1rF96gmsBJMBAsd0eiZbQ7Av6EqlFFUGrujRzskGyGJy69VXnoNi-HLGsmXdy6KpThJzBnEbVcv6-I26sLF26gMtzs87dTJA18SdXRKfT8k6rn0D=w408-h544-k-no,False,False,False,False,False,False,False,not_helpful,True
267021,267021,105871223522789511959,1603940000000.0,1,"Completely inflexible. I wanted to place a large order, and pay extra to substitute another roll for the eel (we just don't like eel), and this was not allowed. I asked what should I do if I have several people over who don't like eel, and she said I don't know, no substitutions. Green salads consist of a small lump of iceberg with Russian dressing. Fish did not taste fresh for the most part!",[],,Fuji,,"['Asian restaurant', 'Sushi restaurant']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e096ed725fc843:0xff73da2086a99640?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqp831nsQpnC-2Plq-o0xWhGdLlTb8ecTkGsiYCJmvn7Tiv3Rux--Nc1dXiQFVxjcoUBogszeZqppi6baijQxXxBhrp2UeBnPao-aRoPiHbiv8RykeJiGZhLb5PbrHW-tLb6_6VhA=w408-h306-k-no,False,False,False,False,False,False,False,very_helpful,True
130356,130356,115248667587130268250,1518880000000.0,5,I first learned about this place from watching Man vs Food and had to take a look (as well as a taste) for myself. I was not disappointed at all! The food was delicious and my husband and I even took on the Chuck Norris Challenge which was the highlight of MVF. My husband was able to finish it and the whole dinner cheered! The seating is limited though so coming in earlier rather than later is a good idea. It's worth it!!,[],,Handy's Lunch,"Classic, no-nonsense '40s diner dishing out hearty, homestyle breakfasts & lunches.","['Diner', 'Deli', 'Fast food restaurant']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca7af96d0fd187:0x96ff43ec62038019?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipPNsuRcVE49qTVteRw8Lp-GrHJnczo6Qidttu7X=w408-h318-k-no,False,False,True,False,False,False,False,very_helpful,True
152687,152687,112690288857831758153,1542630000000.0,4,Awesome atmosphere. What only 1 refill on coffee. Hmm. Okay vermont standards I guess,[],,Red Hen Baking,"Bakery & casual cafe featuring a selection of breads & pastries, plus soups & sandwiches.","['Bakery', 'Breakfast restaurant', 'Cafe', 'Coffee shop', 'Coffee stand', 'Espresso bar', 'Ice cream shop', 'Takeout Restaurant', 'Sandwich shop']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb5a0f392930b21:0x646306d455d73a3f?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipNnK1i1SVyhhz77vMyvM7CMDLZVSQa43OmZuWc-=w408-h272-k-no,False,False,False,True,False,False,False,not_helpful,True
261752,261752,105524973709207818213,1532740000000.0,5,Amazing place.,[],,Montshire Museum of Science,"Modern complex with interactive exhibits, an aquarium & an outdoor science park & nature trails.","['Science museum', 'Museum', 'Non-profit organization', 'Tourist attraction']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb4c9935d688143:0x547870761cdd5749?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipOU7x-DpQF-7OAoLPfFeEwv_8O_57Q5j-iFIR6o=w408-h272-k-no,False,False,False,False,False,False,False,not_helpful,True
114526,114526,102796367414457503469,1543970000000.0,5,Always great to visit,[],,Dunkin',Long-running chain serving signature breakfast items & a variety of coffee drinks.,"['Coffee shop', 'Bagel shop', 'Bakery', 'Breakfast restaurant', 'Donut shop', 'Fast food restaurant', 'Takeout Restaurant']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb44625aa6c12b1:0x459ee3eb383da5f3?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr9TphxyFs1a9R452-WrkzzqDzauLocq38BIFHQ57ipu1z7p7AUMKjTr95pwV-viUHgfkYSwK2_ClgrHRw-V8c4wkgt-M2BQYnzxzpkPwP7TtAF48TR4xXThtfw7yhZ0KI_wUdY=w425-h240-k-no,False,False,False,False,False,False,False,not_helpful,True
107763,107763,116603560121861927115,1565400000000.0,5,Keys made quickly,[],,Aubuchon Hardware,"Chain of local hardware stores with tools & supplies for painting, plumbing, gardening & more.","['Hardware store', 'Fastener supplier', 'Grill store', 'Key duplication service', 'Paint store', 'Pet supply store', 'Propane supplier', 'Tool store']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb5a7f4657f06d5:0x2f6bcb7052891ab?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipOpXfZnqp730EQ_piL-40Y7d8pdX3gnH77TRx8=w408-h306-k-no,False,False,False,False,False,False,False,not_helpful,True
35072,35072,116373937425704896915,1532790000000.0,5,Amazing sandwiches!!!,[],Glad you found us!!! Thanks for the review!,Cockadoodle Pizza Cafe,,"['Pizza restaurant', 'Italian restaurant']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb527eb349d8a7f:0xd8276b91dd8a43f3?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqLzMRwpU-nR5sWYjKW_y5O8GP7SQsSYR2b_WGV_nshA_vndM42pCi3q_t-zOW-QEP_Pup-q_xlGT346bFzFA-GWhMqajvnT-tSG86SdZ-R_tVHUrkVkNIwSAHQGw7gxKX-wJdQkA=w408-h306-k-no,False,False,False,False,False,False,False,not_helpful,True
230073,230073,107546088186686906944,1570060000000.0,3,"I know it's trendy and one of ""the"" places to go in Burlington but we weren't too impressed. Liked the Shankleesh goat cheese balls, but more spicy than we thought. Whipped pumpkin was good. Crispy Potato was just French fries. Octopus large plate was tasty but overcooked and chewy. Didn't finish the lamb. Our favorite plate was the heirloom tomato with pita good flavor and refreshing vinegar hint that was a great palette clearing taste.",[],,Honey Road,"Sophisticated Mediterranean small plates, cocktails & creative desserts in a comfy tavern setting.","['Mediterranean restaurant', 'Restaurant']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca7af78a1cbd71:0xd8965f0e6990c594?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrZUhKjnq26WqwfzavcaRICE9TeEePwKH7TmTTH7KUpqRQSn5CGCVTQ9ru3WBiBdXan4jZm1VS8UH95U1uvMa_p72nItvNcjEnqj17VPyLHg7z0pls67yLzuFOqZT8ltRRtFgW_=w408-h412-k-no,False,False,False,False,False,False,False,very_helpful,True
57418,57418,108097716793657477370,1519510000000.0,5,Amazing,[],,Twice Blessed,,"['Thrift store', 'Non-profit organization']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e0e4ff40cb569b:0x42cb94c59bfb1908?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipPpI1iAVtVyOsrW_Rrb_iK0UgqJbwMHrsC5G-n_=w510-h240-k-no,False,False,False,True,False,False,False,not_helpful,True
32033,32033,111347648435458973360,1547850000000.0,5,Owner is extremely nice and attentive. They have many brands of dog food.,[],,Pet Cage,,"['Pet store', 'Pet supply store']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e0247074223b2b:0xc0039828946178c4?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipPEeTiGgn1jN-G0cpFNcG2TO3ui3n7I5ot5Upv1=w408-h306-k-no,False,False,False,False,False,False,False,helpful,True
41358,41358,105973063999779962288,1566070000000.0,5,Great food,[],,Paisano's Italian Kitchen,,['Italian restaurant'],https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e024674e9305bb:0x75ae698f398bb006?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nriNPDFs5k2djCubCWwoiAJyotNRAP5exfzLBhOfnMxHbTwE74e4zF4_yJo1Pt1a-OF1SOqGqL5RBNIUcHp5OBDPL51ssgR_EH1emdcxyMZmkDFJn2fbzVRgWb0UfPpww33SYf9kw=w408-h306-k-no,False,False,False,False,False,False,False,not_helpful,True
167615,167615,102031333449593815726,1532670000000.0,5,"Fantastic spot! Great service, delicious beer.",[],,Zero Gravity Brewery,,"['Brewery', 'Beer garden', 'Brewpub']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca7ba8d508e8b5:0xf3cf73ebf1deff3b?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq2Pe1mQ9grOXwze4m6jMXRiNuiiuJkM7bgWnPM3ExdJj0ibSWs7G_8fduAzC5S-AMrroFH6kZxy96nREkHUfrFPiQKO6IyqqrQoCgP89lI434GfWwtigiYb9LzfT3QU_aEZLAScw=w408-h725-k-no,False,False,False,False,False,False,False,helpful,True
39651,39651,111910842996333380547,1501860000000.0,2,Messy. Aisles are always full so it's hard to get around !!,[],,Dollar General,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.","['Dollar store', 'Convenience store', 'Discount store', 'Drug store', 'Grocery store']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e09664212d5ec9:0x555ef9db012767e3?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipPq7gww98-Lhuf8Gw3a4AjJzkFbw5fO_F1wGGwJ=w408-h612-k-no,False,False,False,False,True,False,False,not_helpful,True
30312,30312,113128600959507779093,1619950000000.0,5,Good food and great service.,[],,Friendly's,Informal chain serving signature ice cream treats alongside American classics like burgers & melts.,['Restaurant'],https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca78f9ca4652b1:0xd6542940b121b853?authuser=-1&hl=en&gl=kr,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr6SFTj5_wVrsYqTxTlJV8kWyHne8u35e89FDDVVF1_dZmVQ2Eff1DVzS52S9x2l4VzEccsPcKGI2o8zDQkoAe0VSEGIaLdm9joRHmqkOLFA8WRcfWp8jkaTDAOMegTN80w3wI=w408-h544-k-no,False,False,False,False,False,False,False,helpful,True
61077,61077,110681273794510434542,1526360000000.0,4,Low competing price,[],,Irving Oil,,['Gas station'],https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e02443486f3de3:0x1ce38f055942ec66?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqkraPMeILf4DE7nTuumXWimHKmZReZVmVtvrZZxd0XdMpvazzEUvoJLtU6wdyCw90uBidTdF1Zzg4YQmjUs7lFLPXkUiO0ittCFpZVgKdmT4_zT0aUfw6tO91nfY_79818jEF5=w408-h306-k-no,False,False,False,True,False,False,False,not_helpful,True
25317,25317,105638460029450617439,1493240000000.0,5,It's a Mobil I bought some smokes was good didn't get stabbed,[],,Mobil,,['Gas station'],https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca723fd08d4c27:0x81496d8cc047f55e?authuser=-1&hl=en&gl=kr,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npIbj509NCV18twAzrayIKsqIqxnRwFFXp2RnRNBeuXv_uWZ0xgX5sTn8mPXS6098pY5FiCsny6NzotN3wVEfXy-gnx2jKkCKOl_3lWqfV-Y7ezKhkgucZkDZukn3Sr1bTmhy4z=w408-h306-k-no,False,False,False,False,True,False,False,helpful,True
151302,151302,117073458757384250177,1529760000000.0,5,"Friendly staff, great movies. It a wonderful place to take your family.",[],,Fairlee Motel & Drive-in Theater,"Old-fashioned 1950s drive-in theater for new releases attached to a compact, nostalgic motel.","['Drive-in movie theater', 'Hotel', 'Motel']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb494d64d35f3a9:0xb6db2519e9c6268b?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipMM0eurs5lWUnjccbGY-MF1dY1xS-biE2WJ-BpH=w426-h240-k-no,False,False,False,False,False,False,False,helpful,True
144777,144777,105062890465119936597,1579810000000.0,4,Delicious!,[],,Everest Indian-Nepali Restaurant,Bare-bones eatery offering classic Nepalese & Indian cuisine with various levels of spice.,['Indian restaurant'],https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca7a2e2ab15555:0x84afde4d2e5d9e7f?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrNjcxdyC_ipuwB1w8sQaqxQM5iYzeLgOUw5A4zrLFomsEN70T2d5MvI-hLlI3J6e4_br7pQdq9m_yxj2G1TnD0QP-COpvNebN8LBYPm_3S-HX9ThFX2RsTey2h2cIWiwdEAxdceQ=w408-h544-k-no,False,False,False,False,False,False,False,not_helpful,True
94233,94233,101097561562795961627,1472620000000.0,5,The only place I go for all of my firearm needs. Good pricing and staff is always ensuring complete satisfaction.,[],,Powderhorn Outdoor Sports Center,,['Outdoor sports store'],https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca78f8929860d1:0xc1dbb25ac5915d1f?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrqpkYVEBX41KjmfHE1S3ksHzViysvMAy8IHECKdAMYvbLDI925wuJw7Ss7NjShsQsFq6XQ1LkqxALwC6gEd-jpDsX5thsYkVWFvDYOfDKS_0ldSRG7TGKMJyVHG4zOM_ijZAnE=w426-h240-k-no,False,False,False,True,False,False,False,helpful,True
72993,72993,112177966791193289599,1566750000000.0,5,Awesome place to eat ice cream,[],,Tim & Doug's Ice Cream Shop,,"['Ice cream shop', 'Frozen yogurt shop']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb67195d26c7ee7:0xf81323e4ab0a3ea1?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nryZE1iN8hDdwgWw2Mbfkis4SyjgzslCGq7B8b90TZFLXxGOQ-vmp0oUuRLmv0YrH8SIB22exDpdVEZ2uxstMbOpo6rkMSW_d4lZoatvIxjBIQrvcj_38z4LSGId5RF9B35vzQh=w426-h240-k-no,False,False,False,False,False,False,False,not_helpful,True
249909,249909,107861492947543022189,1502580000000.0,5,"Awesome food,atmosphere and menu",[],,The Skinny Pancake,"Local chain featuring breakfast, crepes, panini & live music in a casual, stylish space.","['Restaurant', 'Breakfast restaurant']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca7af0798e1479:0x2da3a1397968b55a?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipMByjuA0zbG3iw5UAeKomh2uhwxZqy2Vjeb9Mzw=w408-h272-k-no,False,False,False,False,False,False,False,not_helpful,True
