url,image,category
https://www.google.com/maps/place/Vermont+05903/data=!4m2!3m1!1s0x4cb69690239ea993:0x2fb518eef59a2351?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noCCrUqGcnSF17UfZ6VLEnbNjIefBrr8MSGvMkrwEDCzoedgyU4Uv73Wv2ka9FRPrV5ovFp0B6XPe-75ItoS7_x7zN3n1WIauZ-K34oGJlA7J1UduSeNfV2Qi0lIhiBiKfiWUMa=w408-h544-k-no,['River']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e02414ab5000ff:0xfe21f0d6821f19a8?authuser=-1&hl=en&gl=us,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2p35N9jBcLald36tXnxgJw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=264.47083&pitch=0&thumbfov=100,['Auction house']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e04c13eba79db5:0x7e87b7e1e9aca58d?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nohOhPwWqwM8FDHUqKOtn_vWx21jQAjXqGV4Uz5t6bmMFR8de2JfqNAuTlpnX_hZAuZoXOpaGTWzpdXuvBxz1z-jt1w3bmhX6gRIIeSBkQK6cmkQaCXoCnXy5fvAOgPfEClCjMqGA=w408-h544-k-no,"['Inn', 'Bed & breakfast', 'Hotel', 'Lodge', 'Motel']"
https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca82606efcb15b:0x73db9340d4e4330a?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipMTj3RJmqpnjdxIShGk2y9zHAxrp0VLzU7Au2Oh=w408-h359-k-no,"['Horse riding school', 'Entertainment']"
https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca7a347f7ea7ed:0x46ed4aa6f071e944?authuser=-1&hl=en&gl=us,,[]
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e10100536dec87:0x9735184f86b78870?authuser=-1&hl=en&gl=us,,[]
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e0447be7913aeb:0xf37953afb828cdd?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nodpA-jfBLOKdnHlekeovzrzd2gwD9phbwrtKZlksrgQ1RInPfu8nCeYs3gRcddUbLd1qhK7eLN8SH0XtXsI9AwH4Z2LMHxsvdGD0WKyS11J4p80LAr-gQFYIvqjgoXsCkqZbQ4=w408-h725-k-no,['Hiking area']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e09664f5fb9cdf:0x38908c568a9a3077?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqapXPdIrUBp1qeJpmVeLMnXoCdeOB8tTw63u5U79lUHmzxvKGG-ut6Poi4w6Xq0lGw7BOKFQpV903kysAdH1DaeBfVN8Lv8qDAwyH_Xsq0Ooj64Tzb7if0tUDzhQ3Fi2Q1Q3oW=w408-h272-k-no,['Veterans organization']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e02480cb5545b3:0x81852e1f4d9c5298?authuser=-1&hl=en&gl=us,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2JicNtL0Co7Fwfx8xHAdZA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=249.13077&pitch=0&thumbfov=100,['Garbage collection service']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e05f69287d41c7:0x469e6e2f890b6f34?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noAMh5Ww_5XqzyIp4um68NRX7hsnIRjg5al7OT30Pn_j7wZqmTC-7N3pZtY-XLTQmBrqAMbNiibPLczys4nGDEuqJZEjasoBv2tVyXDaPgFtjNj_jFd-D10_n2H7FnyXZjvcZkBxELKqCe1=w408-h544-k-no,"['Ice cream shop', 'Fast food restaurant', 'Hamburger restaurant', 'Hot dog restaurant', 'Sandwich shop']"
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e024890df702cd:0x71516f41a2fd86dd?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no87hk_QarXn89WJDvILhzVSBXZEgaFAsQGfR7alEXjJPl9QUQid3lqbkx8ZWgfwgjH_biyZE45h1hc05BMzk02ouZVu0oEync3WCooxym-zNlCdkw_T8wbxBE71gCw4mYlsRoKLg=w408-h306-k-no,['Railroad company']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e0970e969c49dd:0x17cfc85ad76151af?authuser=-1&hl=en&gl=us,,[]
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e0246020cfdc89:0xad45e365f12cdf5c?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np_Sgsl2rfoN26QS7p17qNTJG4ILhd37FH93dCEgLDCrriRXd8kJFgxNzfSebeFdJQoKf2Pfl34W6hANooyMZu535V8KkNPf2TXBZLxXORD2UcTJJ8cJO5zSYK41Ijn84kgtLizeA=w408-h544-k-no,['Gift shop']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca7b8d14cff611:0x72dfdf9b1f76db54?authuser=-1&hl=en&gl=us,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5iwUC0HX-V3P3ySv95xL6Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=184.38461&pitch=0&thumbfov=100,['Motel']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e024d6756a1587:0x43125a3f08572fa2?authuser=-1&hl=en&gl=us,,[]
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e024c06eacc3f3:0x2ca1c3f3c58aa3bf?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipNdNPDlrAI_POO7ejx0oRSGkzAvlXOi-oMeRLbA=w408-h272-k-no,"['Hearing aid store', 'Hearing aid repair service']"
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e0a4878280208f:0xd864c55a4e8a0b9e?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nozYPObwPTocUHvjNM4rHdJF1PIyon9jHGRgqAHZyG36pTFNoQ9qFE0s2-kY4JU16TNB9qlZuGA1gFaJ2BJHnfY-vSY0b1aPAzEEM3U3LhiiJDTK3Z-RseKrjV37wXTtNIUlOmP=w408-h306-k-no,['River']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e11a3a671ef2f9:0x6d58899adf69db5?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npAD7nhNyG99L30GChgcE6GCE9yjjWbKxFu1qVGl080flEOKoyF2mk9j6sbs8okJ59bJjRzYuxAbOag5lraYpN_dqh1woTGsajYwmGOkWjnmai2Q9yEFrW5ehZbf1IkPXUrXEuP=w408-h306-k-no,['Bakery']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e02461422030d3:0xa3e94a68e40bb5d5?authuser=-1&hl=en&gl=us,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=maqreG4YZKWpb9kEnbYMCA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=62.526897&pitch=0&thumbfov=100,"['Attorney', 'Bankruptcy attorney', 'Real estate agency']"
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e1a46938fa02f5:0xcc9a0e367d166a3b?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npxb59VHw150l6TzUNICNhiAgiXkMm5SSXaptMDCwpON-LZ3TJ6XNosGKn3pDuh32OEkVF4teFZhMXw6dSzNP8lYWzhiLcMCbZ6E4KTvVuf3wMy4zU4ASfMRrkovFzgSJDW7AXTgg=w408-h725-k-no,"['Outdoor sports store', 'Boot store', ""Men's clothing store""]"
https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca7be7626e4193:0x94f7ad75fb96aa12?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nohZJKbK0HyQ1MwbjQw8_VNyQt133PUWQnlu064fHus6EkAcRhNq-bOJd0sdjoUpudLZGwA6iA0OjqN87ZsueSFc99YCiXuNdyjBDBW4jg9hzzQi_v-x7xPqsNiJlBLBvquJ9yCMA=w408-h544-k-no,"['Coffee shop', 'Cafe', 'Coffee store', 'Espresso bar']"
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e0248690bc9c41:0x40f9f6f2915ed0c?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noCJvbuP5vScetX3bsWB2m67dwovO6SkkMhJHU1lQTGdLOxfCB03pJArKX3zVHJ1ri49rfp5MJQJUUAXNQVy0OsuGrENVaxL7IvaYIRGIHgkd3QkfMsQmlvgkszrcGldrXvCX_ayA=w408-h306-k-no,['Catholic church']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb506d44ab16da7:0x1d2a0b49fd1a2d10?authuser=-1&hl=en&gl=us,,[]
https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca72e7c10f83bf:0xf1528ee6afb0280a?authuser=-1&hl=en&gl=us,,[]
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e0c3aa136442fb:0x76bd037b0ab2ba7?authuser=-1&hl=en&gl=us,,[]
https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb4ecfd36acf117:0x58476417833fe061?authuser=-1&hl=en&gl=us,,[]
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e10780ef974f89:0x3284dc2555d6464e?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrS1o6BRxN5Qns2XcJOZFHH_zdv1cAFA3oduwCDozgpOMLOEgZ8LWiM9VOq4G2XHEJEJXJ0JMI3tRSqspxqP7j6JaFmxTV9GFYknceP16xoZEzox55dCWoyyi8V0KMbp7OWepkw_A=w408-h241-k-no,['Park']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca9bfca2f5e78b:0x6256f8bcb27a2f80?authuser=-1&hl=en&gl=us,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/94/10/ac/the-only-licensed-b-b.jpg?w=1900&h=1400&s=1,['Bed & breakfast']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb4d9860f9048f1:0x1e3bbd70ef830bcc?authuser=-1&hl=en&gl=us,,[]
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e11a4ada1dd859:0x981ca9a013d1650a?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipPhJAEpES14XdHwffBXX2VJ3RYdOga0_OH2mOQm=w408-h408-k-no,['Dentist']
"https://www.google.com/maps/place/Athens,+VT+05146/data=!4m2!3m1!1s0x89e1a95b31cf7887:0x10ee755c22f949e8?authuser=-1&hl=en&gl=us",,['Lake']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca79282546a267:0xfe2e4e3f28af4f73?authuser=-1&hl=en&gl=us,,['Medical clinic']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e1a46920b8cc17:0xa80b758359e92120?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr70K_B6wj4UGnHkMdmRdIPfa2mpXI5LG49naVadlFFMsbouupnM2QYNZe5PUWqzr3EwzV7euSebZ3hFA3FUdRvnw_EA7EYlWU06iU-GOTfPasZfZlRgnF7FZCDpSTgfG9Ui6iH=w408-h306-k-no,"['Florist', 'Gift shop']"
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e024f904e4fa2d:0x920cd5a8a9ba5606?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipOyTI2I2TdkxuEwishmLsCDhUEovZE4mH2STBGW=w426-h240-k-no,"['Neurologist', 'Doctor']"
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e1dc60229a6ec7:0x39cc0082c74bac0f?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noSmXNgkKVmky2T2SxCoykn3n_UCV8IjmX_d7bIBOWpEMG6szTAX9ESRp4Uei-mfx4L3-hi5zxoP25mCXO5bzi0P_mkX8bCUzM_zeeq1PKeum8RQP6sDEADRCGsrPA7TZFnr1Bl=w426-h240-k-no,['Auto repair shop']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca7b1b66ebb37d:0x9e44f18e76f909c1?authuser=-1&hl=en&gl=us,,[]
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e024489bb73185:0xdbd503f9c67911a9?authuser=-1&hl=en&gl=us,,[]
https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca7b8513ad41a3:0xea605e11f4aa07cc?authuser=-1&hl=en&gl=us,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Sdufm4J10Pn6aj-GK0-WWQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=219.42258&pitch=0&thumbfov=100,"['Roofing contractor', 'Building restoration service', 'Siding contractor']"
https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb543656dccf235:0xb83e564871c03817?authuser=-1&hl=en&gl=us,,"['Truck rental agency', 'Storage facility', 'Trailer rental service', 'Van rental agency']"
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e02a268ac058ab:0xf786b0b84a7f2129?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noWwQbbdcVOXWDr5Qkga4GlhWm1D-0NMmRJauPqnlgOz4W9GuLvJZqfoixt65a-eHBbmtBhUGt5bfDjTqazcCdYhcJU2Y3R_lWrZ_7nmGFLsUvknyikAchkDuTNJ5mYDF68r02V=w456-h240-k-no,"['Real estate agency', 'Condominium rental agency', 'Vacation home rental agency']"
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e0435da559bb63:0x554aedd0a26f9233?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npJLLmzTjvi7EZiclpPu4IRlF__Z2vlWCbkLOUIERC1Jx0lWJhNOEdOZ03xmvRbjJk-tLu04BNR2dY3k1_95TpjTDjax0PCCSIfO-JoWFsP6YM82ohs6YgSNuuuSQ_3JXkTCXEV1A=w493-h240-k-no,['Auto repair shop']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e020cf6c64b905:0x4b2332566c66e284?authuser=-1&hl=en&gl=us,,['Screen printing shop']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e0580328162d85:0xd4e3874edae2c458?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipNGdbH4h1i8mtCYgxzj49TZshT8YSWZI8lkZL2g=w408-h272-k-no,['Gastropub']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca7bfe6b4298c9:0xf65c86de7a1bc1e6?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npPFQC4LuEq8p9GfC4Lvdc_sbeQSRLE0IljdjWlRPgvpbUjCqfWExvRyNwSKJH5_Z-cpGP6Gcid8Iwu8Kn1t8hwrraXmPQN7w1-imOIsxG89HUbPoLBtfxCRsu4jvnnrZ1VXxg3=w408-h725-k-no,['Wine bar']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e005dd383816c9:0x8f8775acd8247259?authuser=-1&hl=en&gl=us,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DtYQkB8qRMf8rn28KmO_QA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=101.5815&pitch=0&thumbfov=100,['Bait shop']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb598594a3bccf3:0xbcd6ec3c94a0cff9?authuser=-1&hl=en&gl=us,,[]
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e02a34829da861:0x4aacaeb77e5bf95f?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipPMZB9ZV0qxDmzph8mWvTvxyGJrgNm8T_roVD8c=w408-h306-k-no,"['Townhouse complex', 'Housing complex']"
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e08ba3fa213dcd:0xde3d6b573ef43b95?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr39QfOOj83153wB3_Pr1nXJPAcqaOUg0b6lSEiPZv8WLqYLy_StdkQFW8r2RJAxZsuuKfu96CA0vfdFOoZO4Hgkeuxo2xrB8dOyPOXTNyyQUxPtWnGParoZBTw_9RN1yJBqKk=w408-h544-k-no,"['Store', 'Clothing store']"
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e0e4f9f47170b1:0x16bf5da2ee0122a3?authuser=-1&hl=en&gl=us,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eOrsi0f2EsI4GFUFaA0Dbg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=14.365427&pitch=0&thumbfov=100,['Electrician']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca7c0b0e33c22f:0xb162548b28888485?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqBmqAK8CS18DvAHtlQbvs63hhZXfiEy_si9kcaOaUDml5HP9QX9AvMF7ULBXiLQGHua8_hNMBpcy7x9s-Fe-j5y2UUfYI7So5Mfrtlm4HlSwqhDdYHVvanpfLSD4WfPd6nMFwg=w408-h544-k-no,['Car dealer']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca7be2bf1604a5:0x94e197a0986ce7ad?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noSvP1Fq2hJ1MwRITo7pehQ3KhPNWeihOu_nFt4rB1QmWQFAZGTpN0GndSowsnbcd5Ex734km6RgjJrLzIRVwWH3Rh3RO83qlwaMEKqafKCzTNJ0856dvy0lW_eBwbzyIdATv8=w408-h307-k-no,['Historical landmark']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e1a46941f2adf3:0xc05864a19781a15d?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nozJeUp8ExqP7vlnjV5kd2F6cYX1yFCaLVfqGfo9MrLTUVH1VMlWQKHwi7TlXEMA9OAXIPQIcR9U2k7wLTpygWuHblchaRw7JV2LeGW4EaHJsFTU2tsVAM06gETTj8-hyDFF6bLNA=w408-h544-k-no,['Gym']
"https://www.google.com/maps/place/Killington,+VT+05751/data=!4m2!3m1!1s0x89e029a3917ebbd9:0x4def261ea822d1e5?authuser=-1&hl=en&gl=us",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr4LX4Am_fikAJXlRjxb5hwROqouP0H0Q-POMHupOJUgLx0pw7DwCyQmeWBeMuWa3Xf0sJjoKT8T-FBF3ADlKE178GEJGSHzV5Vjx39YR-v13vbY6iem-5IhQdaLHeMSNas4go=w426-h240-k-no,['Mountain pass']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb506dea84a55ef:0x4c6363332bb20d44?authuser=-1&hl=en&gl=us,,[]
https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb50800b74d7bc1:0x7265dbc819e4910e?authuser=-1&hl=en&gl=us,,[]
https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca78f0be1a848b:0x23b666ef56858f1c?authuser=-1&hl=en&gl=us,,[]
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e02bdcc900af7f:0xcc99b24c50a28384?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipPP5dalhX5ggRzvomBEx8864ZmQF1jMlgfkSAzp=w408-h543-k-no,"['Towing service', 'Auto repair shop', 'Car inspection station']"
https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca7b8d026104f5:0xf82b38a5c3da0807?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np5R5Sl4eV-wYVJGrublYUdqOTeGHI9lzh1olwNr8EgncPC1UpglApn1JG-egLz5AYZeLrZhVUsSpOHylgG9j_UrT99i0dHcpZIl0_OGnRhZclF2pSfMF50VQvvf5PD51DuGd_f=w506-h240-k-no,"['Clothing store', 'Boutique', 'Swimwear store', ""Women's clothing store""]"
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e06cb7c6d39aff:0x88cd6fc7b0b5208b?authuser=-1&hl=en&gl=us,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kiExdyRMc04QiuczgKXTwg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=185.08916&pitch=0&thumbfov=100,['Boat ramp']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e1cab5bbcdaffb:0x6e543ea69f0b1df9?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrxZ8xoYwEeo4o5Cf-QQFy4eAaJ9ygqokFdLq-MZ_4NVLUEs7y8J96mklU1z71hcJPpkzUy6d2o3Rj92YgO6xXrcPAnIPOVonOz_BM9u6luA-PqMf5dSiU_jTb06Ch8rYS7Pqbd=w408-h306-k-no,['Park']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e1d81794edcbdb:0xc6cc6dcc2cc43142?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npMZ8tzHDtfCy39--fo_wnhGP0r4fVLDfCn66YMkrmLRDs1JHNmK98PO8d6SA-K3fofmS62kTy5-CE53JApEPwML3LX77QFc6gMPl1v1og4SE52cfrhhFnKjrzJjn5nxl8RfT6k=w426-h240-k-no,"['Restaurant', 'Italian restaurant', 'Pizza restaurant', 'Sandwich shop']"
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e1cac641cab31b:0x6d228fd40e0c9d53?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no7FN6iPIqP2l3iz3SMA9bE-uwTHRWIvg_fQhzWFa-FT9nOt_S-B4i1yL2eAkOt5KfHn88r1yk-LH-gwy32eq2RDQzLTI2Ha8SQ_GxoGC0Zovt_nChn4JakMxT9Dk_BipbQWP1nGeBWOKS_=w408-h571-k-no,['Baptist church']
"https://www.google.com/maps/place/Cavendish,+VT+05142/data=!4m2!3m1!1s0x89e1c9c579d5859d:0xbb3715caf701be9e?authuser=-1&hl=en&gl=us",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nptcpZXrGdCShlvkfL4nlVafxKJYmqLKJV5ljEFqFUkU02fTmwfF6bHT-MLTUBVI8GpvCwrri30Au_vHRgB_zf8zYM7mHomV2BvFaSyYOzMZc326F816JqV8N556UzFZQty1hP6=w408-h544-k-no,['Mountain peak']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca7326fbfe853d:0xb6c7c7b0381bb409?authuser=-1&hl=en&gl=us,,[]
"https://www.google.com/maps/place/Weathersfield,+VT+05151/data=!4m2!3m1!1s0x89e1c7cb3a9cba7d:0x999369a22054a39?authuser=-1&hl=en&gl=us",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq01qayXYvF8oY4N0sharyooZa0qpfWWs9MxwH4gu9jEiljjiJxE4msjgcD2LB0hmW3CJlQKCZz_6sowsxisLWOuLnYx_R6a2TsJLC4jes7Y8vV_-1430EhUP30XLWlJ__z1Xns=w408-h544-k-no,['Lake']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb506ced0edd061:0x793baecd7c9aa198?authuser=-1&hl=en&gl=us,,[]
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e1c7de5faa6eff:0x200e94bb65d9e2b?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npOtkbayJAkfXNVPiMq_Vfreshav4e_f1sPvTdaSnqIq8Z3Cl-MNLYEmnp1zYGaJ1iIk6EPcfkMCe6K6jijX5hPC8VZScQRVS5uGHpY7K5RR2in2o274GibpSY5DeQPlhAwTDYUZw=w408-h306-k-no,['Historical landmark']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e11a5186dc1b55:0x28c2d01c5d756fc8?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipNP0PruV4z8WyJ5HQWRZoKL_HW6AMk3-59H763k=w408-h544-k-no,['Physical therapy clinic']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca1dfd583b8315:0x408ec0ebd0f09eed?authuser=-1&hl=en&gl=us,,[]
https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca1ade2ba9503d:0xd0d3cdc878a2f161?authuser=-1&hl=en&gl=us,,[]
https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca7ba1473f0a59:0x5ad1be796cbbbe55?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipNZZosv69_q9X9Vi-1a-mb-1boVE7r_k-27E47n=w426-h240-k-no,['Auto repair shop']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e0246963e65d9b:0x5b43ea5584d5fb1a?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipPgBXarjwGe33pAGhAgzHN8pzYJu4yDF5J2i4DJ=w426-h240-k-no,"['Car detailing service', 'Auto window tinting service']"
https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cca7bf3bbd7f75f:0xf89589ccc7ff3dbd?authuser=-1&hl=en&gl=us,,['Sheet metal contractor']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e11a50559445a1:0x1f2773ac5aa15fcf?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipObLNedEXQQ_zw60HL3xeNdwxlVz_B66C6kDv5o=w408-h272-k-no,"['Music school', 'Arts organization', 'Music instructor', 'Performing arts group']"
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e043921d9800c1:0xd165bc866a3c0b1b?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noVs-vHBH-bZPnoGZ1u90DYw3xEcCDoXGtcPrFchufaZnEglpAoNSvOF1F-ct_qO2kJ_-0ZnhdD9eAacm4ueMzoP5WHbdkTh92MgPlaeY4Sl0mhNWSvFyzUc-o0wDPP5-xSKsUM=w408-h306-k-no,['Stone supplier']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e11a3a577033db:0xa3aa74e42559056f?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/p/AF1QipPw28LBaSo68zDbElFw84If1GbrxgpRJOEUtNJ2=w408-h519-k-no,"['Chocolate shop', 'Chocolate artisan', 'Confectionery store']"
"https://www.google.com/maps/place/Hyde+Park,+VT+05655/data=!4m2!3m1!1s0x4cb5c19a4bf9b1af:0x25337e785f7a9335?authuser=-1&hl=en&gl=us",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nplJ2Yf8D9USEGvMQJjoXw9T3n_J1gUirQk_lhQ204iOlmzzfRHrK55dyY1EAqvSB9e7nIHUfGoy7W5vG1v0ykUa5tSY919NxtseIGu8xRFDT05_eWJydmdPSK0E8xLljPbBga7rQ=w426-h240-k-no,['Lake']
https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e1c5c9f0eeda1b:0xb36ca422ceb8324f?authuser=-1&hl=en&gl=us,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqkmqMnvmzMmHTkJ7iq6272zURy1WxK3vBigJDV1d7VY2uVv7Q3GYqEcre1p2lbfverow7DGKiLcQAQI-rJNfnhy_fZrMj8g6ki4l-93zrbM8frYKJF_raE26w6Xm9yOy0QcLE9=w408-h544-k-no,['Hiking area']
